library order	Biosample name	Vocabulary representative	DCC Experiment ID	DCC Library ID	DCC Biosample ID	Altius Aggregation ID	Altius Library ID	Altius Biosample ID	Replicate indicators	System	Subsystem	Organ	Biosample type	Biological state	Germ layer	Description 	Growth stage	Age	Sex	Ethnicity	Donor ID	Biosample protocol	Experiment protocol	Library kit method	Library cleanup	DNaseI units/mL	Amount Nucleic Acid (ng)	Nuclei count	Protease inhibitor	Library sequencing date	Reads used	DCC SPOT score	Per-biosample peaks	DHSs in Index
565	Brain_Globus_Pallidus		ENCSR771DAX	ENCLB853MWO	ENCBS704OFF	AG3872	LN20666A	DS23951A		Nervous		Brain	Primary	Primary	Ectoderm	Brain_Globus_Pallidus	Adult	78Y	M		UWA 479	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	70	44.4	9450000	Sucrose HLB solution+A	2013-06-12	275885521	0.4559	107648	107219
566	Globus_Pallidus		ENCSR771DAX	ENCLB754WQC	ENCBS369KEX	AG3249	LN20668A	DS23947A		Nervous		Brain	Primary	Primary	Ectoderm	Brain_Globus_Pallidus	Adult	84Y	M		UWA 498	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	90	200	6450000	Sucrose HLB solution+A	41437	82406522	0.3138	61101	60939
567	fLung	Pulmonary devel.	ENCSR582IPV	ENCLB099YIO	ENCBS964WZC	AG3942	LN20738C	DS23983C		Respiratory		Lung	Primary	Primary	Endoderm	fLung	Fetal	80D	F		H25386	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	60	41.2	11000000	A+Sucrose	2013-07-02	231714382	0.6792	234067	233495
568	Caki2	Renal / cancer	ENCSR515EWI	ENCLB384WEU	ENCBS768KGZ	AG3873	LN20836A	DS24211A	DS24205A	Renal		Kidney	Cancer	Cancer	Mesoderm	Adherent kidney Carcinoma, clear cell	Adult	69Y	M			Biosample protocol	Experiment protocol	Mondrian_8033-32_DNA_Ovation_SP_Ultralow	Sucrose	100	50	13300000	PBS+A	2013-07-09	220830970	0.6255	145904	145349
569	Caki2		ENCSR515EWI	ENCLB538RFP	ENCBS461KDA	AG7535	LN20837A	DS24205A	DS24211A	Renal		Kidney	Cancer	Cancer	Mesoderm	Adherent kidney Carcinoma, clear cell	Adult	69Y	M			Biosample protocol	Experiment protocol	Mondrian_8033-32_DNA_Ovation_SP_Ultralow	Sucrose	100	50	8800000	PBS+A	2013-07-09	14019118	0.5607	31692	31588
570	SJSA1		ENCSR620WAR	ENCLB925FNH	ENCBS327EZG	AG3978	LN20838A	DS24241A	DS24235A	Musculoskeletal		Bone	Cancer	Cancer	Mesoderm	Osteosarcoma, multipotential sarcoma	Adult	19Y	M			Biosample protocol	Experiment protocol	Mondrian_8033-32_DNA_Ovation_SP_Ultralow	Sucrose	120	50	8400000	PBS+A	2013-07-09	40853966	0.3684	53016	52024
571	SJSA1		ENCSR620WAR	ENCLB385KTR	ENCBS489PLT	AG7534	LN20839A	DS24235A	DS24241A	Musculoskeletal		Bone	Cancer	Cancer	Mesoderm	Osteosarcoma, multipotential sarcoma	Adult	19Y	M			Biosample protocol	Experiment protocol	Mondrian_8033-32_DNA_Ovation_SP_Ultralow	Sucrose	120	50	8680000	PBS+A	2013-07-09	264291644	0.4459	145558	144047
572	fKidney		ENCSR768OLL	ENCLB500XLJ	ENCBS816VUN	AG7533	LN20841A	DS21924A		Renal		Kidney	Primary	Primary	Mesoderm	fKidney	Fetal	91D	M		H24741	Biosample protocol	Experiment protocol	Mondrian_8033-32_DNA_Ovation_SP_Ultralow	Sucrose	40	18	5940000	A+Sucrose	2012-03-16	205035892	0.5191	108343	106452
573	fKidney_L		ENCSR097BWW	ENCLB843WLM	ENCBS999JGR	AG3874	LN20842A	DS21928A		Renal		Kidney	Primary	Primary	Mesoderm	fKidney_Left	Fetal	91D	M		H24741	Biosample protocol	Experiment protocol	Mondrian_8033-32_DNA_Ovation_SP_Ultralow	Sucrose	40	30	7050000	A+Sucrose	2012-03-16	30953438	0.416	35541	34678
574	CD34_T0	Myeloid / erythroid	ENCSR098PTC	ENCLB162HJG	ENCBS736SRW	AG3829	LN20861A	DS24044A	DS26444A	Hematopoietic	Progenitor	Blood	Primary	Stem Cells	Mesoderm	CD34 + time 0 control	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	80	8.3	7560000	PBS+A	2013-07-31	332590245	0.5096	156765	156381
575	CD34_T8	Myeloid / erythroid	ENCSR845CFB	ENCLB806PSJ	ENCBS575XLE	AG7532	LN20866A	DS24094A	DS25762A,DS25769A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34 + day 8 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	80	9.3	10000000	PBS	2013-07-31	455125899	0.5461	146240	145924
576	G401		ENCSR269SIA	ENCLB098YSI	ENCBS062JBT	AG3883	LN20867A	DS24154A	DS24147C	Renal		Kidney	Cancer	Cancer	Mesoderm	Adharent human kidney rhabdoid tumor	Child	3Y	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	80	8.4	16440000	PBS+A	2013-07-31	111840040	0.4635	73167	72887
577	fLung		ENCSR627NIF	ENCLB458QSJ	ENCBS546ROL	AG3943	LN20912A	DS24360A		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	54D	M		H25460	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	60	100	3240000	A+Sucrose	2013-08-09	163138507	0.316	105853	105229
578	ACHN	Renal / cancer	ENCSR257BGZ	ENCLB078PAT	ENCBS569UYK	AG3871	LN20963A	DS24547A	DS24471A	Renal		Kidney	Cancer	Cancer	Mesoderm	Human adherent renal cell adenocarcinoma	Adult	22Y	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	120	100-1000	13100000	PBS+A	2013-08-22	267546014	0.4902	167122	166711
579	Brain_Putamen		ENCSR493VDS	ENCLB558ETM	ENCBS163MRT	AG3931	LN20969A	DS24571A		Nervous		Brain	Primary	Primary	Ectoderm	Brain_Putamen	Adult	78Y	M		UWA 479	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	70	100-1000	9200000	Sucrose HLB solution+A	2013-08-22	148156214	0.3288	97103	96825
580	Daoy		ENCSR346IHH	ENCLB821FPA	ENCBS055ILX	AG3875	LN20970A	DS24567A	DS24561A	Nervous		Brain	Cancer	Cancer	Ectoderm	Medulloblastoma, desmoplastic cerebellar	Child	4Y	M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	120	100-1000	15300000	PBS+A	2013-08-22	282329931	0.6446	207397	206909
581	Daoy		ENCSR346IHH	ENCLB717TLA	ENCBS812KQP	AG3890	LN21023A	DS24561A	DS24567A	Nervous		Brain	Cancer	Cancer	Ectoderm	Medulloblastoma, desmoplastic cerebellar	Child	4Y	M			Biosample protocol	Experiment protocol		Sucrose	120	29.9	13300000	PBS+A	2013-08-19	47591082	0.524	87119	87027
582	CD34_T15		ENCSR937UWI	ENCLB032SYF	ENCBS854FBC	AG3837	LN21049A	DS24190A		Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34 + day 15 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	Sucrose	100	5.1	8300000	PBS+A	2013-07-02	169492062	0.3719	63553	63357
583	MG63		ENCSR083STA	ENCLB952FTO	ENCBS091SUW	AG3927	LN21068A	DS24640A	DS24634A	Musculoskeletal		Bone	Cancer	Cancer	Mesoderm	Human adherent Osteosarcoma	Child	14Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	Sucrose	80	13.1	8350000	PBS+A	2013-09-24	253320748	0.6156	224630	224305
584	MG63		ENCSR083STA	ENCLB475XTU	ENCBS462PMF	AG3900	LN21069A	DS24634A	DS24640A	Musculoskeletal		Bone	Cancer	Cancer	Mesoderm	Human adherent Osteosarcoma	Child	14Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	Sucrose	80	11.7	12500000	PBS+A	2013-09-24	45849300	0.6061	100875	100785
585	fBrain		ENCSR475VQD	ENCLB113NKB	ENCBS980LUR	AG3892	LN21133A	DS24711A		Nervous		Brain	Primary	Primary	Ectoderm	Brain	Fetal	76D	M		H25574	Biosample protocol	Experiment protocol	FC-121-1002 DNA TruSeq –Set B	Sucrose	70	27.36	4280000	A+Sucrose	2013-10-24	43461512	0.3812	51572	51354
586	H4		ENCSR809CEA	ENCLB188QIH	ENCBS902ISQ	AG3924	LN21141A	DS24930A		Nervous		Brain	Cancer	Cancer	Ectoderm	human adherent epithelial Neuroglioma	Adult	37Y	M			Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A		80	19.75			2013-10-28	266578764	0.3019	135413	135288
587	fStomach		ENCSR095GWE	ENCLB248TKA	ENCBS521MUU	AG3911	LN21202A	DS24733A		Digestive		Stomach	Primary	Primary	Endoderm	Stomach	Fetal	76D	M		H25574	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	90	10	2970000	A+Sucrose	2013-11-06	357050828	0.3464	170922	169870
588	fHeart	Cardiac	ENCSR705CNJ	ENCLB142FRE	ENCBS619VKQ	AG3893	LN21203A	DS24731A		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Heart	Fetal	76D	M		H25574	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	80	2.9	5040000	A+Sucrose	2013-11-06	328181740	0.4953	238158	237548
589	fEye	Neural	ENCSR782XFY	ENCLB855SXK	ENCBS129DWJ	AG3921	LN21204A	DS24728A		Nervous		Eye	Primary	Primary	Ectoderm	Eye	Fetal	76D	M		H25574	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	80	5.9	3650000	A+Sucrose	2013-11-06	371885372	0.5114	233465	232320
590	fLung	Pulmonary devel.	ENCSR582IPV	ENCLB437CCS	ENCBS511SOC	AG3910	LN21205A	DS24726A		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	76D	M		H25574	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	60	6.5	1920000	A+Sucrose	2013-11-06	354722245	0.5561	218205	217366
591	fUmbilical_cord		ENCSR512CWR	ENCLB228TGC	ENCBS428SKC	AG3913	LN21207A	DS24722A		Fetal Life Support		Umbilical Cord	Primary	Primary	Endoderm	Umbilical_cord	Fetal	76D	M		H25574	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	60	4.6	2160000	A+Sucrose	2013-11-06	337925345	0.4301	231270	230578
592	fEye	Neural	ENCSR127PWK	ENCLB979EBT	ENCBS446ODB	AG3842	LN21208A	DS24796A		Nervous		Eye	Primary	Primary	Ectoderm	Eye	Fetal	76D	F		H25614	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	90	7.2	2000000	A+Sucrose	2013-11-06	376843599	0.4263	199268	198161
593	HeLaS3	Cancer / epithelial	ENCSR959ZXU	ENCLB257LLW	ENCBS229UDI	AG3914	LN21209A	DS24790A	DS24785A	Genitourinary		Uterus	Cancer	Cancer	Ectoderm	adherent human cervical adenocarcinoma	Adult	31Y	F			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	60	1	15000000	PBS+A	2013-11-06	291032378	0.6077	213669	213416
594	HeLaS3		ENCSR959ZXU	ENCLB036JHP	ENCBS423QWP	AG3946	LN21218A	DS24785A	DS24790A	Genitourinary		Uterus	Cancer	Cancer	Ectoderm	adherent human cervical adenocarcinoma	Adult	31Y	F			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	80	1.9	18400000	PBS+A	2013-11-08	42656738	0.5281	79075	78990
595	fBrain	Neural	ENCSR595CSH	ENCLB908OXL	ENCBS852UJL	AG5510	LN21221A	DS24775A		Nervous		Brain	Primary	Primary	Ectoderm	Brain	Fetal	58D	M		H25606	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	60	1	11000000	A+Sucrose	2013-11-08	323014256	0.578	209582	208643
596	A172		ENCSR932KWJ	ENCLB693NHX	ENCBS874LTK	AG3905	LN21224A	DS24744A	DS24719A	Nervous		Brain	Cancer	Cancer	Ectoderm	human adherent Glioblastoma	Adult	53Y	M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	120	7.8	7550000	PBS+A	2013-11-08	312453140	0.4459	171785	171554
597	A172		ENCSR932KWJ	ENCLB587WPM	ENCBS225AJI	AG3884	LN21225A	DS24719A	DS24744A	Nervous		Brain	Cancer	Cancer	Ectoderm	human adherent Glioblastoma	Adult	53Y	M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	120	8.4	12400000	PBS+A	2013-11-08	53132367	0.3545	74457	74360
598	HepG2		ENCSR149XIL	ENCLB048DXW	ENCBS048XFP	AG3897	LN21286A	DS24845A	DS24838A	Hepatic		Liver	Cancer	Cancer	Endoderm	hepatocellular carcinoma	Child	15Y	M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	100	1.4	15480000	PBS+A	2013-10-24	54150655	0.3618	71626	71548
599	HepG2		ENCSR149XIL	ENCLB029COU	ENCBS800QIW	AG5509	LN21287A	DS24838A	DS24845A	Hepatic		Liver	Cancer	Cancer	Endoderm	hepatocellular carcinoma	Child	15Y	M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	80	2.5	12460000	PBS+A	2013-10-24	443969599	0.4044	173336	173064
600	fTongue	Tissue invariant	ENCSR759UNY	ENCLB343ADS	ENCBS267KML	AG3895	LN21288A	DS24835A		Digestive		Tongue	Primary	Primary	Mesoderm	Tongue	Fetal	59D	F		H25566	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	80	3.8	660000	A+Sucrose	2013-10-24	59663707	0.3248	52495	52269
601	fSpinal_cord	Neural	ENCSR910OQF	ENCLB216GJK	ENCBS665NIQ	AG3922	LN21289A	DS24833A		Nervous		Spinal Cord	Primary	Primary	Ectoderm	Spinal Cord	Fetal	59D	F		H25566	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	60	1.8	4500000	A+Sucrose	2013-10-24	654629469	0.4399	298953	297421
602	fTongue	Musculoskeletal	ENCSR759UNY	ENCLB323PCN	ENCBS321GUH	AG3923	LN21290A	DS24808A		Digestive		Tongue	Primary	Primary	Mesoderm	Tongue	Fetal	76D	F		H25614	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	70	3.1	2790000	A+Sucrose	2013-10-24	368107814	0.415	233230	232547
603	fTongue	Musculoskeletal	ENCSR559WMK	ENCLB329UJC	ENCBS377XXD	AG3912	LN21292A	DS24888A		Digestive		Tongue	Primary	Primary	Mesoderm	Tongue	Fetal	72D	M		H25636	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	80	2.6	2610000	A+Sucrose	2013-11-05	359729577	0.4597	227994	227286
604	fBrain	Neural	ENCSR475VQD	ENCLB188MGU	ENCBS489VFT	AG3920	LN21323A	DS24872A		Nervous		Brain	Primary	Primary	Ectoderm	Brain	Fetal	72D	M		H25636	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	60	0.7	12000000	A+Sucrose	2013-11-05	346930446	0.5721	246238	245324
605	L1S8		ENCSR314EZY	ENCLB417RNB	ENCBS259CUZ	AG3810	LN21363A	DS25067A	DS25072A	Embryonic		Germ	Lines	iPSC	Primitive	Human fully reprogrammed iPS cell line derived from hematopoietic cell	Adult					Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	80	15.9	8100000	PBS+A	2013-11-12	319867401	0.3387	159627	159135
606	L1S8		ENCSR314EZY	ENCLB950PTO	ENCBS266IJZ	AG3811	LN21364A	DS25072A	DS25067A	Embryonic		Germ	Lines	iPSC	Primitive	Human fully reprogrammed iPS cell line derived from hematopoietic cell	Adult					Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	80	9.3	7250000	PBS+A	41590	267780831	0.3402	99886	99551
607	HT29	Digestive	ENCSR814KRX	ENCLB387UAW	ENCBS914HXH	AG5508	LN21365A	DS25119A	DS25113C	Digestive		Colon	Cancer	Cancer	Endoderm	colorectal adenocarcinoma	Adult	44Y	F			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	80	10.9	14900000	PBS+A	2013-11-15	290583326	0.6304	204660	204305
608	CD34_T17		ENCSR362JSZ	ENCLB627AWD	ENCBS448WOE	AG5507	LN21379A	DS24228A	DS24222A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34 + day 17 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	100	5.2	7080000	PBS+A	41599	663871431	0.3122	79566	78941
609	CD34_T4	Myeloid / erythroid	ENCSR148VUP	ENCLB200PCY	ENCBS924ALK	AG3832	LN21381A	DS24074A	DS25687A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34 + day 4 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	100	56.3	4970000	PBS+A	2013-11-21	321779200	0.5158	183321	182958
610	CD34_T17		ENCSR362JSZ	ENCLB749ALB	ENCBS335BSM	AG3937	LN21382A	DS24222A	DS24228A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34 + day 17 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B	Sucrose	100	9.9	7130000	PBS+A	2013-11-21	312298958	0.3473	65852	65527
611	PC3	Cancer / epithelial	ENCSR052AWE	ENCLB620TSQ	ENCBS504WVV	AG3928	LN21648C	DS25129C	DS25027C	Genitourinary		Prostate	Cancer	Cancer	Endoderm	Human prostate adenocarcinoma (grade 4)	Adult	62Y	M	Cauc		Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	Sucrose	140	26.1	6120000	PBS+A	2013-11-18	331044671	0.433	232249	231944
612	AL		ENCSR405TXU	ENCLB884YIS	ENCBS754GFE	AG3886	LN21650C	DS24015C	DS26410A	Integumentary		Adipose	Primary	Stem Cells	Mesoderm	Adipocytes derived from AF-MSC cells	Fetal					Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A	Sucrose	100	5.5	5540000	PBS+A	2013-06-13	48088340	0.4551	80406	80162
613	CD34_T4	Myeloid / erythroid	ENCSR148VUP	ENCLB809AHE	ENCBS721DUI	AG3831	LN26240A	DS25687A	DS24074A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34+ T4, Day 4 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A		80	50	7700000	PBS+A	2014-02-13	361402768	0.6173	245256	244793
614	CD34_T8	Myeloid / erythroid	ENCSR845CFB	ENCLB658VAX	ENCBS418LVC	AG3835	LN26258A	DS25769A	DS25762A,DS24094A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34+ T8, Day 8 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A		80	30	7400000	PBS+A	2014-01-17	282261693	0.5385	167123	166835
615	CD34_T8	Myeloid / erythroid	ENCSR845CFB	ENCLB260IQZ	ENCBS169JBH	AG3889	LN26259A	DS25762A	DS24094A,DS25769A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34+ T8, Day 8 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A		80	30	6080000	PBS+A	2014-01-17	98397905	0.5016	101209	101086
616	CD34_T6	Myeloid / erythroid	ENCSR564JUY	ENCLB809BBZ	ENCBS200EQQ	AG3834	LN26263A	DS25729A	DS25730A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34+ T6, Day 6 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A		100	100	7500000	PBS+A	2014-01-15	214009849	0.6268	156166	155741
617	CD34_T6	Myeloid / erythroid	ENCSR564JUY	ENCLB947LFF	ENCBS986SUJ	AG3833	LN26288A	DS25730A	DS25729A	Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34+ T6, Day 6 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-1001 DNA TruSeq - Set A		120	50	7500000	PBS+A	2014-01-15	407694757	0.5602	204374	203758
618	CD34_T18		ENCSR493IAY	ENCLB573JSZ	ENCBS303WCA	AG3838	LN26316A	DS25969A		Hematopoietic	Erythroid	Blood	Primary	Stem Cells	Mesoderm	CD34+ T18, Day 18 differentiation	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B		80	3.6	5400000	PBS+A	2014-02-26	362253269	0.4394	78728	78348
619	PGP1_fibroblast	Stromal B	ENCSR217TAW	ENCLB544CVI	ENCBS367AAA	AG7531	LN26368A	DS26113A	DS26347A	Connective		Skin	Primary	Primary	Mesoderm	PGP1_fibroblast	Neonatal					Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B			42.12	2980000	PBS+A	2014-02-26	523060791	0.7672	325189	323984
620	PGP1_iPSC	Primitive / embryonic	ENCSR004SUL	ENCLB440GKD	ENCBS373AAA	AG3966	LN26379A	DS26351A	DS26455A	Embryonic		Germ	Lines	iPSC	Primitive	Induced pluripotent cells	Neonatal		M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B			20	3100000	PBS+A	2014-02-28	134911762	0.4053	150758	150360
621	PGP1_fibroblast	Stromal B	ENCSR217TAW	ENCLB358EUZ	ENCBS372AAA	AG3965	LN26381A	DS26347A	DS26113A	Connective		Skin	Primary	Primary	Mesoderm	PGP1_fibroblast	Neonatal		M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B			45	2460000	PBS+A	2014-02-28	188982975	0.7673	234167	233688
622	ELR		ENCSR240TPI	ENCLB594TJW	ENCBS170GUW	AG3828	LN26394A	DS26318A	DS26313A	Connective		Skin	Lines	Immortalized	Mesoderm	BJ-htert - T antigens and an oncogenic derivative of RasV12	Neonatal		M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B			17.07	3400000	Buffer A	2014-02-28	42919088	0.693	105454	105270
623	ELR		ENCSR240TPI	ENCLB894JER	ENCBS935PZD	AG3827	LN26395A	DS26313A	DS26318A	Connective		Skin	Lines	Immortalized	Mesoderm	BJ-htert - T antigens and an oncogenic derivative of RasV12	Neonatal		M			Biosample protocol	Experiment protocol	FC-121-2002 DNA TruSeq v2-Set B			15.46	3490000	Buffer A	2014-02-28	390334623	0.672	260345	259847
624	CD34_T0	Myeloid / erythroid	ENCSR098PTC	ENCLB185ALN	ENCBS107WLD	AG3830	LN26445A	DS26444A	DS24044A	Hematopoietic	Progenitor	Blood	Primary	Stem Cells	Mesoderm	CD34+ T0, Day 0 control	Adult	25Y	M		RO 02366	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A		80	4.42	3510000	PBS+A	2014-02-28	240620831	0.43	126773	126521
625	AL		ENCSR405TXU	ENCLB718CYF	ENCBS311PRF	AG3908	LN26455A	DS26410A	DS24015C	Integumentary		Adipose	Primary	Stem Cells	Mesoderm	Adipocytes derived from AF-MSC cells	Fetal					Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A		120	8	1540000	PBS+A	2014-02-28	353507808	0.5948	249431	248824
626	PGP1_iPSC	Primitive / embryonic	ENCSR004SUL	ENCLB670LDI	ENCBS368AAA	AG3967	LN26496A	DS26455A	DS26351A	Embryonic		Germ	Lines	iPSC	Primitive	Induced pluripotent cells 	Neonatal		M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			14.4	4020000	PBS+A	2014-03-03	332435333	0.4274	224908	223953
627	bipolar_neuron		ENCSR626RVD	ENCLB133NKD	ENCBS374AAA	AG3972	LN26591A	DS26986A	DS26980A	Nervous		Brain	Lines	iPSC	Ectoderm	Derived from iPSC	Adult		M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			11.62	5250000	PBS+A	2014-03-20	303669146	0.3791	189323	188606
628	bipolar_neuron		ENCSR626RVD	ENCLB727RXR	ENCBS369AAA	AG3909	LN26594A	DS26980A	DS26986A	Nervous		Brain	Lines	iPSC	Ectoderm	Derived from iPSC	Adult		M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			7.824	8280000	PBS+A	2014-03-20	248603227	0.4598	178102	177469
629	PC9	Cancer / epithelial	ENCSR940NLN	ENCLB625GCM	ENCBS480XRH	AG3917	LN26744A	DS27166A	DS27163A	Respiratory		Lung	Cancer	Cancer	Endoderm	Human non-small cell lung Adenocarcinoma with EGFR mutation 	Adult		M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			10	2670000	PBS+A	2014-04-08	308725639	0.5168	173735	173039
630	PC9		ENCSR940NLN	ENCLB078JFN	ENCBS761VSF	AG3903	LN26745A	DS27163A	DS27166A	Respiratory		Lung	Cancer	Cancer	Endoderm	Human non-small cell lung Adenocarcinoma with EGFR mutation 	Adult		M			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			20	2670000	PBS+A	2014-04-08	82195937	0.6029	110252	110082
631	MM_1S		ENCSR458LIB	ENCLB793GPI	ENCBS299YQN	AG3949	LN26797A	DS27522A		Hematopoietic	Lymphoid	Blood	Cancer	Cancer	Mesoderm	human immunoglobulin A lambda myeloma	Adult	42Y	F	Afr-Am		Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A			10	3600000	PBS+A	2014-04-15	261065647	0.4997	129935	129507
632	fHeart	Cardiac	ENCSR804RSI	ENCLB423WYN	ENCBS913ULP	AG3938	LN26812E	DS23853E		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	fHeart	Fetal	80D	F		H25386	Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	90	16.7	4410000	A+Sucrose	2013-06-20	316257688	0.4884	174437	173697
633	fRetina	Neural	ENCSR820ICX	ENCLB151OHK	ENCBS941TEO	AG3880	LN26813E	DS23339E		Nervous		Eye	Primary	Primary	Ectoderm	Retina	Fetal	89D	F			Biosample protocol	Experiment protocol	FC-121-2001 DNA TruSeq v2-Set A	Sucrose	90	8.4	5760000	A+Sucrose	2013-01-30	303516746	0.3613	148672	147779
